Cromossomo: 0,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 272,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 273,IDs: [56, 48, 17, 89],Nomes: [Dev56, Dev48, Dev17, Dev89],Fit: [0.75, 0.92, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 274,IDs: [104, 28, 27, 62],Nomes: [Dev104, Dev28, Dev27, Dev62],Fit: [0.58, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 275,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 276,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 277,IDs: [56, 28, 27, 62],Nomes: [Dev56, Dev28, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 278,IDs: [104, 48, 17, 89],Nomes: [Dev104, Dev48, Dev17, Dev89],Fit: [0.58, 0.92, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 279,IDs: [53, 8, 94, 85],Nomes: [Dev53, Dev8, Dev94, Dev85],Fit: [0.58, 0.75, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 280,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 281,IDs: [56, 28, 94, 85],Nomes: [Dev56, Dev28, Dev94, Dev85],Fit: [0.75, 0.75, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 282,IDs: [53, 8, 27, 62],Nomes: [Dev53, Dev8, Dev27, Dev62],Fit: [0.58, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 283,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 284,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 285,IDs: [56, 28, 27, 62],Nomes: [Dev56, Dev28, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 286,IDs: [55, 97, 17, 89],Nomes: [Dev55, Dev97, Dev17, Dev89],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 287,IDs: [53, 8, 94, 85],Nomes: [Dev53, Dev8, Dev94, Dev85],Fit: [0.58, 0.75, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 288,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 289,IDs: [56, 28, 17, 89],Nomes: [Dev56, Dev28, Dev17, Dev89],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 290,IDs: [55, 97, 27, 62],Nomes: [Dev55, Dev97, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 291,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 292,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 293,IDs: [56, 28, 27, 62],Nomes: [Dev56, Dev28, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 294,IDs: [55, 97, 17, 89],Nomes: [Dev55, Dev97, Dev17, Dev89],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 295,IDs: [81, 16, 65, 85],Nomes: [Dev81, Dev16, Dev65, Dev85],Fit: [0.83, 0.58, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 296,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 297,IDs: [82, 48, 38, 89],Nomes: [Dev82, Dev48, Dev38, Dev89],Fit: [0.75, 0.92, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 298,IDs: [81, 28, 27, 62],Nomes: [Dev81, Dev28, Dev27, Dev62],Fit: [0.83, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 299,IDs: [56, 16, 65, 85],Nomes: [Dev56, Dev16, Dev65, Dev85],Fit: [0.75, 0.58, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 300,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 301,IDs: [82, 28, 27, 62],Nomes: [Dev82, Dev28, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 302,IDs: [81, 48, 38, 89],Nomes: [Dev81, Dev48, Dev38, Dev89],Fit: [0.83, 0.92, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 303,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 304,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 305,IDs: [81, 48, 27, 62],Nomes: [Dev81, Dev48, Dev27, Dev62],Fit: [0.83, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 306,IDs: [82, 28, 38, 89],Nomes: [Dev82, Dev28, Dev38, Dev89],Fit: [0.75, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 307,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 308,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 309,IDs: [82, 48, 27, 62],Nomes: [Dev82, Dev48, Dev27, Dev62],Fit: [0.75, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.30
Cromossomo: 310,IDs: [81, 28, 38, 89],Nomes: [Dev81, Dev28, Dev38, Dev89],Fit: [0.83, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 311,IDs: [55, 97, 65, 85],Nomes: [Dev55, Dev97, Dev65, Dev85],Fit: [0.75, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 312,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 313,IDs: [55, 48, 27, 62],Nomes: [Dev55, Dev48, Dev27, Dev62],Fit: [0.75, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 314,IDs: [82, 97, 65, 85],Nomes: [Dev82, Dev97, Dev65, Dev85],Fit: [0.75, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 315,IDs: [104, 8, 17, 89],Nomes: [Dev104, Dev8, Dev17, Dev89],Fit: [0.58, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 316,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 317,IDs: [104, 48, 27, 62],Nomes: [Dev104, Dev48, Dev27, Dev62],Fit: [0.58, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.11
Cromossomo: 318,IDs: [55, 8, 17, 89],Nomes: [Dev55, Dev8, Dev17, Dev89],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 319,IDs: [94, 56, 97, 85],Nomes: [Dev94, Dev56, Dev97, Dev85],Fit: [0.67, 0.75, 0.75, 0.83],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 320,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 321,IDs: [104, 48, 17, 89],Nomes: [Dev104, Dev48, Dev17, Dev89],Fit: [0.58, 0.92, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 322,IDs: [55, 8, 27, 62],Nomes: [Dev55, Dev8, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 323,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 324,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 325,IDs: [104, 48, 27, 62],Nomes: [Dev104, Dev48, Dev27, Dev62],Fit: [0.58, 0.92, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.11
Cromossomo: 326,IDs: [55, 8, 17, 89],Nomes: [Dev55, Dev8, Dev17, Dev89],Fit: [0.75, 0.75, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 327,IDs: [94, 97, 85, 47],Nomes: [Dev94, Dev97, Dev85, Dev47],Fit: [0.67, 0.75, 0.83, 0.83],Nível: [Senior, Middle, Master, Junior],Total Fit: 0.03
Cromossomo: 328,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 329,IDs: [104, 48, 17, 89],Nomes: [Dev104, Dev48, Dev17, Dev89],Fit: [0.58, 0.92, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 330,IDs: [81, 28, 94, 85],Nomes: [Dev81, Dev28, Dev94, Dev85],Fit: [0.83, 0.75, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 331,IDs: [55, 8, 27, 62],Nomes: [Dev55, Dev8, Dev27, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 332,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 333,IDs: [82, 97, 65, 62],Nomes: [Dev82, Dev97, Dev65, Dev62],Fit: [0.75, 0.75, 0.58, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.16
Cromossomo: 334,IDs: [81, 48, 17, 89],Nomes: [Dev81, Dev48, Dev17, Dev89],Fit: [0.83, 0.92, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 335,IDs: [104, 28, 94, 85],Nomes: [Dev104, Dev28, Dev94, Dev85],Fit: [0.58, 0.75, 0.67, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 336,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 337,IDs: [53, 16, 38, 85],Nomes: [Dev53, Dev16, Dev38, Dev85],Fit: [0.58, 0.58, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 338,IDs: [82, 48, 17, 89],Nomes: [Dev82, Dev48, Dev17, Dev89],Fit: [0.75, 0.92, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 339,IDs: [81, 97, 65, 62],Nomes: [Dev81, Dev97, Dev65, Dev62],Fit: [0.83, 0.75, 0.58, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 340,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 341,IDs: [53, 48, 17, 89],Nomes: [Dev53, Dev48, Dev17, Dev89],Fit: [0.58, 0.92, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 342,IDs: [82, 16, 38, 85],Nomes: [Dev82, Dev16, Dev38, Dev85],Fit: [0.75, 0.58, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 343,IDs: [55, 94, 62, 28],Nomes: [Dev55, Dev94, Dev62, Dev28],Fit: [0.75, 0.67, 0.58, 0.75],Nível: [Junior, Senior, Master, Middle],Total Fit: 0.03
Cromossomo: 344,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 345,IDs: [53, 48, 38, 85],Nomes: [Dev53, Dev48, Dev38, Dev85],Fit: [0.58, 0.92, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.22
Cromossomo: 346,IDs: [82, 16, 17, 89],Nomes: [Dev82, Dev16, Dev17, Dev89],Fit: [0.75, 0.58, 0.75, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 347,IDs: [104, 28, 94, 62],Nomes: [Dev104, Dev28, Dev94, Dev62],Fit: [0.58, 0.75, 0.67, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 348,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 349,IDs: [104, 28, 38, 85],Nomes: [Dev104, Dev28, Dev38, Dev85],Fit: [0.58, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 350,IDs: [53, 48, 94, 62],Nomes: [Dev53, Dev48, Dev94, Dev62],Fit: [0.58, 0.92, 0.67, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 351,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 352,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 353,IDs: [53, 48, 38, 85],Nomes: [Dev53, Dev48, Dev38, Dev85],Fit: [0.58, 0.92, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.22
Cromossomo: 354,IDs: [82, 97, 65, 89],Nomes: [Dev82, Dev97, Dev65, Dev89],Fit: [0.75, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 355,IDs: [104, 28, 94, 62],Nomes: [Dev104, Dev28, Dev94, Dev62],Fit: [0.58, 0.75, 0.67, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 356,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 357,IDs: [82, 97, 38, 85],Nomes: [Dev82, Dev97, Dev38, Dev85],Fit: [0.75, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.25
Cromossomo: 358,IDs: [53, 48, 65, 89],Nomes: [Dev53, Dev48, Dev65, Dev89],Fit: [0.58, 0.92, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 359,IDs: [8, 94, 47, 62],Nomes: [Dev8, Dev94, Dev47, Dev62],Fit: [0.75, 0.67, 0.83, 0.58],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.03
Cromossomo: 360,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 361,IDs: [53, 97, 38, 85],Nomes: [Dev53, Dev97, Dev38, Dev85],Fit: [0.58, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.45
Cromossomo: 362,IDs: [27, 62, 55, 16],Nomes: [Dev27, Dev62, Dev55, Dev16],Fit: [0.75, 0.58, 0.75, 0.58],Nível: [Senior, Master, Junior, Middle],Total Fit: 0.13
Cromossomo: 363,IDs: [82, 48, 65, 89],Nomes: [Dev82, Dev48, Dev65, Dev89],Fit: [0.75, 0.92, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 364,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 365,IDs: [82, 97, 38, 85],Nomes: [Dev82, Dev97, Dev38, Dev85],Fit: [0.75, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.25
Cromossomo: 366,IDs: [53, 48, 65, 89],Nomes: [Dev53, Dev48, Dev65, Dev89],Fit: [0.58, 0.92, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 367,IDs: [47, 28, 17, 62],Nomes: [Dev47, Dev28, Dev17, Dev62],Fit: [0.83, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 368,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 369,IDs: [47, 97, 38, 85],Nomes: [Dev47, Dev97, Dev38, Dev85],Fit: [0.83, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.26
Cromossomo: 370,IDs: [82, 28, 17, 62],Nomes: [Dev82, Dev28, Dev17, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.20
Cromossomo: 371,IDs: [56, 27, 16, 89],Nomes: [Dev56, Dev27, Dev16, Dev89],Fit: [0.75, 0.75, 0.58, 0.83],Nível: [Junior, Senior, Middle, Master],Total Fit: 0.15
Cromossomo: 372,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 373,IDs: [82, 97, 38, 85],Nomes: [Dev82, Dev97, Dev38, Dev85],Fit: [0.75, 0.75, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.25
Cromossomo: 374,IDs: [47, 28, 17, 62],Nomes: [Dev47, Dev28, Dev17, Dev62],Fit: [0.83, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 375,IDs: [55, 16, 65, 89],Nomes: [Dev55, Dev16, Dev65, Dev89],Fit: [0.75, 0.58, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 376,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 377,IDs: [56, 8, 17, 62],Nomes: [Dev56, Dev8, Dev17, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 378,IDs: [55, 16, 38, 85],Nomes: [Dev55, Dev16, Dev38, Dev85],Fit: [0.75, 0.58, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 379,IDs: [82, 97, 65, 89],Nomes: [Dev82, Dev97, Dev65, Dev89],Fit: [0.75, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 380,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 381,IDs: [82, 97, 17, 62],Nomes: [Dev82, Dev97, Dev17, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 382,IDs: [38, 47, 48, 85],Nomes: [Dev38, Dev47, Dev48, Dev85],Fit: [0.83, 0.83, 0.92, 0.83],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 383,IDs: [56, 8, 65, 89],Nomes: [Dev56, Dev8, Dev65, Dev89],Fit: [0.75, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 384,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 385,IDs: [53, 48, 38, 85],Nomes: [Dev53, Dev48, Dev38, Dev85],Fit: [0.58, 0.92, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.22
Cromossomo: 386,IDs: [56, 97, 17, 62],Nomes: [Dev56, Dev97, Dev17, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 387,IDs: [82, 8, 65, 89],Nomes: [Dev82, Dev8, Dev65, Dev89],Fit: [0.75, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 388,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 389,IDs: [82, 28, 65, 89],Nomes: [Dev82, Dev28, Dev65, Dev89],Fit: [0.75, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.15
Cromossomo: 390,IDs: [56, 48, 38, 85],Nomes: [Dev56, Dev48, Dev38, Dev85],Fit: [0.75, 0.92, 0.83, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 391,IDs: [53, 97, 17, 62],Nomes: [Dev53, Dev97, Dev17, Dev62],Fit: [0.58, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 392,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 393,IDs: [82, 97, 17, 62],Nomes: [Dev82, Dev97, Dev17, Dev62],Fit: [0.75, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 394,IDs: [53, 28, 65, 89],Nomes: [Dev53, Dev28, Dev65, Dev89],Fit: [0.58, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 395,IDs: [38, 104, 85, 8],Nomes: [Dev38, Dev104, Dev85, Dev8],Fit: [0.83, 0.58, 0.83, 0.75],Nível: [Senior, Junior, Master, Middle],Total Fit: 0.03
Cromossomo: 396,IDs: [7, 29, 45, 46],Nomes: [Dev7, Dev29, Dev45, Dev46],Fit: [0.92, 0.75, 0.75, 0.83],Nível: [Middle, Senior, Junior, Master],Total Fit: 0.58
Cromossomo: 397,IDs: [82, 28, 65, 89],Nomes: [Dev82, Dev28, Dev65, Dev89],Fit: [0.75, 0.75, 0.58, 0.83],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.15
Cromossomo: 398,IDs: [8, 81, 85, 94],Nomes: [Dev8, Dev81, Dev85, Dev94],Fit: [0.75, 0.83, 0.83, 0.67],Nível: [Middle, Junior, Master, Senior],Total Fit: 0.03
Cromossomo: 399,IDs: [53, 97, 17, 62],Nomes: [Dev53, Dev97, Dev17, Dev62],Fit: [0.58, 0.75, 0.75, 0.58],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
