Cromossomo: 0,IDs: [45, 7, 29, 198],Nomes: [Dev45, Dev7, Dev29, Dev198],Fit: [0.88, 0.88, 0.69, 0],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
Cromossomo: 266,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 267,IDs: [56, 16, 27, 46],Nomes: [Dev56, Dev16, Dev27, Dev46],Fit: [0.69, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.42
Cromossomo: 268,IDs: [45, 7, 17, 89],Nomes: [Dev45, Dev7, Dev17, Dev89],Fit: [0.88, 0.88, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 269,IDs: [85, 104, 8, 65],Nomes: [Dev85, Dev104, Dev8, Dev65],Fit: [0.75, 0.75, 0.75, 0.69],Nível: [Master, Junior, Middle, Senior],Total Fit: 0.03
Cromossomo: 270,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 271,IDs: [45, 7, 27, 46],Nomes: [Dev45, Dev7, Dev27, Dev46],Fit: [0.88, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.33
Cromossomo: 272,IDs: [81, 65, 85, 48],Nomes: [Dev81, Dev65, Dev85, Dev48],Fit: [0.75, 0.69, 0.75, 0.88],Nível: [Junior, Senior, Master, Middle],Total Fit: 0.03
Cromossomo: 273,IDs: [56, 16, 17, 89],Nomes: [Dev56, Dev16, Dev17, Dev89],Fit: [0.69, 0.63, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 274,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 275,IDs: [56, 7, 27, 46],Nomes: [Dev56, Dev7, Dev27, Dev46],Fit: [0.69, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 276,IDs: [45, 16, 17, 89],Nomes: [Dev45, Dev16, Dev17, Dev89],Fit: [0.88, 0.63, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 277,IDs: [48, 104, 62, 65],Nomes: [Dev48, Dev104, Dev62, Dev65],Fit: [0.88, 0.75, 0.63, 0.69],Nível: [Middle, Junior, Master, Senior],Total Fit: 0.03
Cromossomo: 278,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 279,IDs: [45, 16, 27, 46],Nomes: [Dev45, Dev16, Dev27, Dev46],Fit: [0.88, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.66
Cromossomo: 280,IDs: [56, 7, 17, 89],Nomes: [Dev56, Dev7, Dev17, Dev89],Fit: [0.69, 0.88, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.56
Cromossomo: 281,IDs: [47, 28, 65, 85],Nomes: [Dev47, Dev28, Dev65, Dev85],Fit: [0.88, 0.69, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.15
Cromossomo: 282,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 283,IDs: [56, 28, 65, 85],Nomes: [Dev56, Dev28, Dev65, Dev85],Fit: [0.69, 0.69, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 284,IDs: [47, 7, 17, 89],Nomes: [Dev47, Dev7, Dev17, Dev89],Fit: [0.88, 0.88, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 285,IDs: [48, 45, 94, 62],Nomes: [Dev48, Dev45, Dev94, Dev62],Fit: [0.88, 0.88, 0.75, 0.63],Nível: [Middle, Junior, Senior, Master],Total Fit: 0.03
Cromossomo: 286,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 287,IDs: [56, 7, 17, 89],Nomes: [Dev56, Dev7, Dev17, Dev89],Fit: [0.69, 0.88, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.56
Cromossomo: 288,IDs: [47, 28, 65, 85],Nomes: [Dev47, Dev28, Dev65, Dev85],Fit: [0.88, 0.69, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.15
Cromossomo: 289,IDs: [45, 94, 62, 8],Nomes: [Dev45, Dev94, Dev62, Dev8],Fit: [0.88, 0.75, 0.63, 0.75],Nível: [Junior, Senior, Master, Middle],Total Fit: 0.03
Cromossomo: 290,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 291,IDs: [45, 16, 38, 62],Nomes: [Dev45, Dev16, Dev38, Dev62],Fit: [0.88, 0.63, 0.88, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 292,IDs: [56, 28, 65, 85],Nomes: [Dev56, Dev28, Dev65, Dev85],Fit: [0.69, 0.69, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 293,IDs: [47, 7, 17, 89],Nomes: [Dev47, Dev7, Dev17, Dev89],Fit: [0.88, 0.88, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 294,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 295,IDs: [45, 16, 65, 85],Nomes: [Dev45, Dev16, Dev65, Dev85],Fit: [0.88, 0.63, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 296,IDs: [56, 28, 38, 62],Nomes: [Dev56, Dev28, Dev38, Dev62],Fit: [0.69, 0.69, 0.88, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 297,IDs: [55, 8, 17, 89],Nomes: [Dev55, Dev8, Dev17, Dev89],Fit: [0.69, 0.75, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 298,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 299,IDs: [104, 48, 27, 62],Nomes: [Dev104, Dev48, Dev27, Dev62],Fit: [0.75, 0.88, 0.75, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.12
Cromossomo: 300,IDs: [45, 8, 17, 89],Nomes: [Dev45, Dev8, Dev17, Dev89],Fit: [0.88, 0.75, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 301,IDs: [55, 16, 65, 85],Nomes: [Dev55, Dev16, Dev65, Dev85],Fit: [0.69, 0.63, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 302,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 303,IDs: [45, 48, 27, 62],Nomes: [Dev45, Dev48, Dev27, Dev62],Fit: [0.88, 0.88, 0.75, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.13
Cromossomo: 304,IDs: [104, 8, 17, 89],Nomes: [Dev104, Dev8, Dev17, Dev89],Fit: [0.75, 0.75, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 305,IDs: [56, 28, 38, 46],Nomes: [Dev56, Dev28, Dev38, Dev46],Fit: [0.69, 0.69, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 306,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 307,IDs: [56, 28, 27, 62],Nomes: [Dev56, Dev28, Dev27, Dev62],Fit: [0.69, 0.69, 0.75, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 308,IDs: [45, 48, 38, 46],Nomes: [Dev45, Dev48, Dev38, Dev46],Fit: [0.88, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 309,IDs: [85, 104, 7, 17],Nomes: [Dev85, Dev104, Dev7, Dev17],Fit: [0.75, 0.75, 0.88, 0.81],Nível: [Master, Junior, Middle, Senior],Total Fit: 0.03
Cromossomo: 310,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 311,IDs: [56, 48, 38, 46],Nomes: [Dev56, Dev48, Dev38, Dev46],Fit: [0.69, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 312,IDs: [45, 28, 27, 62],Nomes: [Dev45, Dev28, Dev27, Dev62],Fit: [0.88, 0.69, 0.75, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 313,IDs: [16, 65, 85, 53],Nomes: [Dev16, Dev65, Dev85, Dev53],Fit: [0.63, 0.69, 0.75, 0.81],Nível: [Middle, Senior, Master, Junior],Total Fit: 0.03
Cromossomo: 314,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 315,IDs: [56, 28, 27, 62],Nomes: [Dev56, Dev28, Dev27, Dev62],Fit: [0.69, 0.69, 0.75, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.17
Cromossomo: 316,IDs: [45, 48, 38, 46],Nomes: [Dev45, Dev48, Dev38, Dev46],Fit: [0.88, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 317,IDs: [89, 16, 17, 104],Nomes: [Dev89, Dev16, Dev17, Dev104],Fit: [0.75, 0.63, 0.81, 0.75],Nível: [Master, Middle, Senior, Junior],Total Fit: 0.03
Cromossomo: 318,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 319,IDs: [56, 48, 38, 46],Nomes: [Dev56, Dev48, Dev38, Dev46],Fit: [0.69, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 320,IDs: [45, 28, 27, 62],Nomes: [Dev45, Dev28, Dev27, Dev62],Fit: [0.88, 0.69, 0.75, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 321,IDs: [55, 8, 94, 85],Nomes: [Dev55, Dev8, Dev94, Dev85],Fit: [0.69, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 322,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 323,IDs: [55, 48, 38, 46],Nomes: [Dev55, Dev48, Dev38, Dev46],Fit: [0.69, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 324,IDs: [56, 8, 94, 85],Nomes: [Dev56, Dev8, Dev94, Dev85],Fit: [0.69, 0.75, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 325,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 326,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 327,IDs: [47, 28, 65, 89],Nomes: [Dev47, Dev28, Dev65, Dev89],Fit: [0.88, 0.69, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.15
Cromossomo: 328,IDs: [55, 48, 94, 85],Nomes: [Dev55, Dev48, Dev94, Dev85],Fit: [0.69, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 329,IDs: [56, 8, 38, 46],Nomes: [Dev56, Dev8, Dev38, Dev46],Fit: [0.69, 0.75, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 330,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 331,IDs: [56, 16, 27, 46],Nomes: [Dev56, Dev16, Dev27, Dev46],Fit: [0.69, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.42
Cromossomo: 332,IDs: [47, 28, 94, 85],Nomes: [Dev47, Dev28, Dev94, Dev85],Fit: [0.88, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 333,IDs: [55, 48, 65, 89],Nomes: [Dev55, Dev48, Dev65, Dev89],Fit: [0.69, 0.88, 0.69, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 334,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 335,IDs: [104, 7, 17, 62],Nomes: [Dev104, Dev7, Dev17, Dev62],Fit: [0.75, 0.88, 0.81, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.55
Cromossomo: 336,IDs: [47, 16, 27, 46],Nomes: [Dev47, Dev16, Dev27, Dev46],Fit: [0.88, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.45
Cromossomo: 337,IDs: [56, 28, 94, 85],Nomes: [Dev56, Dev28, Dev94, Dev85],Fit: [0.69, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 338,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 339,IDs: [104, 7, 27, 46],Nomes: [Dev104, Dev7, Dev27, Dev46],Fit: [0.75, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.31
Cromossomo: 340,IDs: [47, 16, 17, 62],Nomes: [Dev47, Dev16, Dev17, Dev62],Fit: [0.88, 0.63, 0.81, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 341,IDs: [94, 28, 85, 56],Nomes: [Dev94, Dev28, Dev85, Dev56],Fit: [0.75, 0.69, 0.75, 0.69],Nível: [Senior, Middle, Master, Junior],Total Fit: 0.03
Cromossomo: 342,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 343,IDs: [47, 7, 27, 46],Nomes: [Dev47, Dev7, Dev27, Dev46],Fit: [0.88, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.33
Cromossomo: 344,IDs: [104, 16, 17, 62],Nomes: [Dev104, Dev16, Dev17, Dev62],Fit: [0.75, 0.63, 0.81, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 345,IDs: [],Nomes: [],Fit: [],Nível: [],Total Fit: 0.00
Cromossomo: 346,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 347,IDs: [104, 7, 27, 46],Nomes: [Dev104, Dev7, Dev27, Dev46],Fit: [0.75, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.31
Cromossomo: 348,IDs: [81, 8, 38, 89],Nomes: [Dev81, Dev8, Dev38, Dev89],Fit: [0.75, 0.75, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 349,IDs: [47, 16, 17, 62],Nomes: [Dev47, Dev16, Dev17, Dev62],Fit: [0.88, 0.63, 0.81, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 350,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 351,IDs: [81, 7, 27, 46],Nomes: [Dev81, Dev7, Dev27, Dev46],Fit: [0.75, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.31
Cromossomo: 352,IDs: [47, 28, 65, 62],Nomes: [Dev47, Dev28, Dev65, Dev62],Fit: [0.88, 0.69, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 353,IDs: [104, 8, 38, 89],Nomes: [Dev104, Dev8, Dev38, Dev89],Fit: [0.75, 0.75, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 354,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 355,IDs: [81, 7, 65, 62],Nomes: [Dev81, Dev7, Dev65, Dev62],Fit: [0.75, 0.88, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.53
Cromossomo: 356,IDs: [47, 28, 27, 46],Nomes: [Dev47, Dev28, Dev27, Dev46],Fit: [0.88, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.31
Cromossomo: 357,IDs: [53, 48, 85, 17],Nomes: [Dev53, Dev48, Dev85, Dev17],Fit: [0.81, 0.88, 0.75, 0.81],Nível: [Junior, Middle, Master, Senior],Total Fit: 0.03
Cromossomo: 358,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 359,IDs: [81, 7, 27, 46],Nomes: [Dev81, Dev7, Dev27, Dev46],Fit: [0.75, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.31
Cromossomo: 360,IDs: [53, 16, 38, 85],Nomes: [Dev53, Dev16, Dev38, Dev85],Fit: [0.81, 0.63, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 361,IDs: [47, 28, 65, 62],Nomes: [Dev47, Dev28, Dev65, Dev62],Fit: [0.88, 0.69, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.14
Cromossomo: 362,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 363,IDs: [53, 7, 27, 46],Nomes: [Dev53, Dev7, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.51
Cromossomo: 364,IDs: [94, 55, 48, 89],Nomes: [Dev94, Dev55, Dev48, Dev89],Fit: [0.75, 0.69, 0.88, 0.75],Nível: [Senior, Junior, Middle, Master],Total Fit: 0.03
Cromossomo: 365,IDs: [81, 16, 38, 85],Nomes: [Dev81, Dev16, Dev38, Dev85],Fit: [0.75, 0.63, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 366,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 367,IDs: [81, 7, 27, 46],Nomes: [Dev81, Dev7, Dev27, Dev46],Fit: [0.75, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.31
Cromossomo: 368,IDs: [53, 16, 38, 85],Nomes: [Dev53, Dev16, Dev38, Dev85],Fit: [0.81, 0.63, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.21
Cromossomo: 369,IDs: [48, 62, 45, 17],Nomes: [Dev48, Dev62, Dev45, Dev17],Fit: [0.88, 0.63, 0.88, 0.81],Nível: [Middle, Master, Junior, Senior],Total Fit: 0.03
Cromossomo: 370,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 371,IDs: [53, 7, 27, 46],Nomes: [Dev53, Dev7, Dev27, Dev46],Fit: [0.81, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.51
Cromossomo: 372,IDs: [45, 28, 17, 89],Nomes: [Dev45, Dev28, Dev17, Dev89],Fit: [0.88, 0.69, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 373,IDs: [81, 16, 38, 85],Nomes: [Dev81, Dev16, Dev38, Dev85],Fit: [0.75, 0.63, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 374,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 375,IDs: [45, 28, 27, 46],Nomes: [Dev45, Dev28, Dev27, Dev46],Fit: [0.88, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.31
Cromossomo: 376,IDs: [53, 7, 17, 89],Nomes: [Dev53, Dev7, Dev17, Dev89],Fit: [0.81, 0.88, 0.81, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 377,IDs: [104, 8, 65, 62],Nomes: [Dev104, Dev8, Dev65, Dev62],Fit: [0.75, 0.75, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 378,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 379,IDs: [104, 28, 27, 46],Nomes: [Dev104, Dev28, Dev27, Dev46],Fit: [0.75, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.29
Cromossomo: 380,IDs: [53, 48, 38, 89],Nomes: [Dev53, Dev48, Dev38, Dev89],Fit: [0.81, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.23
Cromossomo: 381,IDs: [45, 8, 65, 62],Nomes: [Dev45, Dev8, Dev65, Dev62],Fit: [0.88, 0.75, 0.69, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 382,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 383,IDs: [53, 28, 27, 46],Nomes: [Dev53, Dev28, Dev27, Dev46],Fit: [0.81, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.48
Cromossomo: 384,IDs: [104, 48, 38, 89],Nomes: [Dev104, Dev48, Dev38, Dev89],Fit: [0.75, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 385,IDs: [55, 16, 94, 85],Nomes: [Dev55, Dev16, Dev94, Dev85],Fit: [0.69, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 386,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 387,IDs: [55, 16, 27, 46],Nomes: [Dev55, Dev16, Dev27, Dev46],Fit: [0.69, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.42
Cromossomo: 388,IDs: [104, 89, 8, 17],Nomes: [Dev104, Dev89, Dev8, Dev17],Fit: [0.75, 0.75, 0.75, 0.81],Nível: [Junior, Master, Middle, Senior],Total Fit: 0.03
Cromossomo: 389,IDs: [53, 28, 94, 85],Nomes: [Dev53, Dev28, Dev94, Dev85],Fit: [0.81, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 390,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 391,IDs: [53, 28, 27, 46],Nomes: [Dev53, Dev28, Dev27, Dev46],Fit: [0.81, 0.69, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.48
Cromossomo: 392,IDs: [104, 48, 17, 62],Nomes: [Dev104, Dev48, Dev17, Dev62],Fit: [0.75, 0.88, 0.81, 0.63],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 393,IDs: [55, 16, 94, 85],Nomes: [Dev55, Dev16, Dev94, Dev85],Fit: [0.69, 0.63, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.03
Cromossomo: 394,IDs: [82, 97, 29, 402],Nomes: [Dev82, Dev97, Dev29, Dev402],Fit: [0.81, 0.56, 0.69, 0.81],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.86
Cromossomo: 395,IDs: [56, 7, 38, 89],Nomes: [Dev56, Dev7, Dev38, Dev89],Fit: [0.69, 0.88, 0.88, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.58
Cromossomo: 396,IDs: [104, 48, 27, 46],Nomes: [Dev104, Dev48, Dev27, Dev46],Fit: [0.75, 0.88, 0.75, 0.75],Nível: [Junior, Middle, Senior, Master],Total Fit: 0.44
